"ID","时间","分类","类型","金额","币种","账户1","账户2","备注","已报销","手续费","优惠券","记账者","账单标记","账单图片"
"qj163703148539215436","2021-11-16 10:58","三餐","支出","9.8","CNY",,,"","","","",,,
"qj163703147802917370","2021-11-16 10:57","零食","支出","3.5","CNY",,,"","","","",,,
"qj163703147392810146","2021-11-16 10:57","三餐","支出","2.7","CNY",,,"","","","",,,
"qj163703146533216087","2021-11-16 10:57","零食","支出","2.8","CNY",,,"","","","",,,
"qj163703146147715990","2021-11-16 10:57","零食","支出","5.6","CNY",,,"","","","",,,
"qj163703145436117865","2021-11-16 10:57","三餐","支出","7.0","CNY",,,"","","","",,,
"qj163703135789117240","2021-11-16 10:55","三餐","支出","14.0","CNY",,,"","","","",,,
"qj163697702898616417","2021-11-15 19:50","生活","支出","14.94","CNY",,,"","","","",,,
"qj163694613587612100","2021-11-15 11:15","短途交通","支出","20.0","CNY",,,"","","","",,,
"qj163694064703313268","2021-11-15 09:44","三餐","支出","4.1","CNY",,,"","","","",,,
"qj163686503680215737","2021-11-14 12:43","三餐","支出","4.0","CNY",,,"","","","",,,
"qj163677789285514941","2021-11-13 12:31","运动","支出","5.5","CNY",,,"","","","",,,
"qj163672999543416518","2021-11-12 23:13","零食","支出","4.0","CNY",,,"面包","","","",,,
"qj163672998643710093","2021-11-12 23:13","果坚奶","支出","6.0","CNY",,,"","","","",,,
"qj163672998303817092","2021-11-12 23:13","零食","支出","6.7","CNY",,,"","","","",,,
"qj163668904625612948","2021-11-12 11:50","三餐","支出","20.0","CNY",,,"","","","",,,
"qj163660117742314214","2021-11-11 11:26","短途交通","支出","20.0","CNY",,,"","","","",,,
"qj163654262796812316","2021-11-10 19:10","生活","支出","0.35","CNY",,,"","","","",,,
"qj163654240141814834","2021-11-10 19:06","主业","收入","7427.18","CNY",,,"","","","",,,
"qj163645357191612115","2021-11-09 18:26","三餐","支出","15.3","CNY",,,"","","","",,,
"qj163644432511616417","2021-11-09 15:52","水电","支出","1100.0","CNY",,,"取暖费","","","",,,
"qj163642989080415310","2021-11-09 11:51","三餐","支出","21.0","CNY",,,"","","","",,,
"qj163629613322110289","2021-11-07 22:42","生活","支出","10.0","CNY",,,"","","","",,,
"qj163629612588718070","2021-11-07 22:42","生活","支出","12.8","CNY",,,"","","","",,,
"qj163625443559515372","2021-11-07 11:07","果坚奶","支出","7.9","CNY",,,"大板栗","","","",,,
"qj163625443074316565","2021-11-07 11:07","零食","支出","2.8","CNY",,,"","","","",,,
"qj163625442643916005","2021-11-07 11:07","三餐","支出","9.2","CNY",,,"","","","",,,
"qj163625441222415365","2021-11-07 11:06","三餐","支出","4.7","CNY",,,"","","","",,,
"qj163625440664717426","2021-11-07 11:06","三餐","支出","11.2","CNY",,,"","","","",,,
"qj163625439965314383","2021-11-07 11:06","三餐","支出","5.9","CNY",,,"","","","",,,
"qj163625439447612409","2021-11-07 11:06","三餐","支出","2.5","CNY",,,"","","","",,,
"qj163625438913118461","2021-11-07 11:06","三餐","支出","4.4","CNY",,,"","","","",,,
"qj163625438423519021","2021-11-07 11:06","三餐","支出","3.5","CNY",,,"","","","",,,
"qj163625438039015036","2021-11-07 11:06","零食","支出","6.5","CNY",,,"我以为面包2块5，没有下次","","","",,,
"qj163625434129819859","2021-11-07 11:05","果坚奶","支出","14.9","CNY",,,"奶粉","","","",,,
"qj163621081729218632","2021-11-06 23:00","果坚奶","支出","21.7","CNY",,,"","","","",,,
"qj163610423376914133","2021-11-05 17:23","三餐","支出","17.06","CNY",,,"便利蜂","","","",,,
"qj163608571802119588","2021-11-05 12:15","短途交通","支出","20.0","CNY",,,"","","","",,,
"qj163590963408911186","2021-11-03 11:20","短途交通","支出","20.0","CNY",,,"","","","",,,
"qj163566961933112337","2021-10-31 16:40","三餐","支出","2.9","CNY",,,"","","","",,,
"qj163566961394116489","2021-10-31 16:40","三餐","支出","2.5","CNY",,,"","","","",,,
"qj163566961008117107","2021-10-31 16:40","三餐","支出","5.5","CNY",,,"","","","",,,
"qj163566960599716171","2021-10-31 16:40","三餐","支出","2.0","CNY",,,"","","","",,,
"qj163566960260611595","2021-10-31 16:40","三餐","支出","4.9","CNY",,,"","","","",,,
"qj163566959857114186","2021-10-31 16:39","三餐","支出","5.0","CNY",,,"","","","",,,
"qj163566959460314761","2021-10-31 16:39","三餐","支出","17.9","CNY",,,"","","","",,,
"qj163566958853316683","2021-10-31 16:39","三餐","支出","1.6","CNY",,,"","","","",,,
"qj163566958250711168","2021-10-31 16:39","三餐","支出","4.1","CNY",,,"","","","",,,
"qj163566957832516497","2021-10-31 16:39","三餐","支出","4.2","CNY",,,"","","","",,,
"qj163566957228910079","2021-10-31 16:39","三餐","支出","6.1","CNY",,,"","","","",,,
"qj163566956803819331","2021-10-31 16:39","三餐","支出","6.5","CNY",,,"","","","",,,
"qj163558955044617335","2021-10-30 18:25","三餐","支出","9.0","CNY",,,"","","","",,,
"qj163557320899413776","2021-10-30 13:53","短途交通","支出","20.0","CNY",,,"","","","",,,
"qj163557320249412821","2021-10-30 13:53","运动","支出","10.0","CNY",,,"","","","",,,
"qj163556539489816580","2021-10-30 11:42","运动","支出","5.5","CNY",,,"","","","",,,
"qj163551838950515131","2021-10-29 22:39","零食","支出","10.5","CNY",,,"","","","",,,
"qj163549927829715869","2021-10-29 17:21","三餐","支出","12.24","CNY",,,"","","","",,,
"qj163533021221916140","2021-10-27 18:23","三餐","支出","10.67","CNY",,,"","","","",,,
"qj163530976861216723","2021-10-27 12:42","运动","支出","24.0","CNY",,,"","","","",,,
"qj163530742741013537","2021-10-27 12:03","三餐","支出","17.0","CNY",,,"","","","",,,
"qj163515396274414754","2021-10-25 17:26","三餐","支出","18.3","CNY",,,"","","","",,,
"qj163512745676017666","2021-10-25 10:04","水电","支出","70.0","CNY",,,"","","","",,,
"qj163512745236616628","2021-10-25 10:04","房租","支出","850.0","CNY",,,"","","","",,,
"qj163508208190715811","2021-10-24 21:28","三餐","支出","8.3","CNY",,,"","","","",,,
"qj163508207556412057","2021-10-24 21:27","三餐","支出","5.5","CNY",,,"","","","",,,
"qj163508207029510964","2021-10-24 21:27","三餐","支出","3.5","CNY",,,"","","","",,,
"qj163508206475711883","2021-10-24 21:27","三餐","支出","7.9","CNY",,,"","","","",,,
"qj163508205989214682","2021-10-24 21:27","三餐","支出","8.6","CNY",,,"","","","",,,
"qj163508205536517374","2021-10-24 21:27","三餐","支出","4.1","CNY",,,"","","","",,,
"qj163508205072315688","2021-10-24 21:27","三餐","支出","3.5","CNY",,,"","","","",,,
"qj163508204572116512","2021-10-24 21:27","三餐","支出","7.6","CNY",,,"","","","",,,
"qj16350780330609776","2021-10-24 20:20","运动","退款","80.0","CNY",,,"","","","",,,
"qj163504777203011668","2021-10-24 11:56","三餐","支出","14.0","CNY",,,"","","","",,,
"qj163498822540415432","2021-10-23 19:23","三餐","支出","15.0","CNY",,,"","","","",,,
"qj163496327304310029","2021-10-23 12:27","三餐","支出","9.0","CNY",,,"","","","",,,
"qj163495441247918520","2021-10-23 10:00","三餐","支出","8.0","CNY",,,"","","","",,,
"qj163487253496313824","2021-10-22 11:15","三餐","支出","13.0","CNY",,,"","","","",,,
"qj163486661693412538","2021-10-22 09:36","三餐","支出","2.0","CNY",,,"","","","",,,
"qj163486660873016542","2021-10-22 09:36","三餐","支出","7.0","CNY",,,"","","","",,,
"qj163483827345912519","2021-10-22 01:44","运动","支出","5.0","CNY",,,"住店，退房的手续费","","","",,,
"qj163478489490515385","2021-10-21 10:54","三餐","支出","14.0","CNY",,,"","","","",,,
"qj163478361140814701","2021-10-21 10:33","三餐","支出","7.0","CNY",,,"","","","",,,
"qj163472562121319311","2021-10-20 18:27","三餐","支出","20.0","CNY",,,"","","","",,,
"qj163469877712918631","2021-10-20 10:59","三餐","支出","19.0","CNY",,,"","","","",,,
"qj163463280466711222","2021-10-19 16:40","生活","支出","4.8","CNY",,,"","","","",,,
"qj163461541522512542","2021-10-19 11:50","三餐","支出","18.0","CNY",,,"","","","",,,
"qj163460949167411436","2021-10-19 10:11","三餐","支出","8.0","CNY",,,"","","","",,,
"qj163452953119015291","2021-10-18 11:58","三餐","支出","16.16","CNY",,,"","","","",,,
"qj163452084281917234","2021-10-18 09:34","三餐","支出","8.0","CNY",,,"","","","",,,
"qj163448539936312932","2021-10-17 23:43","运动","支出","6.9","CNY",,,"润滑油","","","",,,
"qj163446887833310649","2021-10-17 19:07","三餐","支出","13.0","CNY",,,"","","","",,,
"qj163444168311016600","2021-10-17 11:34","三餐","支出","9.0","CNY",,,"","","","",,,
"qj163438599754016817","2021-10-16 20:06","三餐","支出","12.0","CNY",,,"","","","",,,
"qj163437128702912892","2021-10-16 16:01","三餐","支出","23.0","CNY",,,"","","","",,,
"qj163428819149515177","2021-10-15 16:56","三餐","支出","16.85","CNY",,,"","","","",,,
"qj163420156596112791","2021-10-14 16:52","三餐","支出","16.88","CNY",,,"","","","",,,
"qj163420147814210282","2021-10-14 16:51","三餐","支出","14.07","CNY",,,"","","","",,,
"qj163403579779414710","2021-10-12 18:49","三餐","支出","10.62","CNY",,,"","","","",,,
"qj163401427028119952","2021-10-12 12:51","生活","支出","10.0","CNY",,,"vpn","","","",,,
"qj163400746505518710","2021-10-12 10:57","三餐","支出","11.0","CNY",,,"","","","",,,
"qj163400399568215264","2021-10-12 09:59","生活","支出","76.17","CNY",,,"洗发水，卫生纸，袜子","","","",,,
"qj163391407074810705","2021-10-11 09:01","三餐","支出","7.5","CNY",,,"","","","",,,
"qj163388372079310363","2021-10-11 00:35","果坚奶","支出","9.4","CNY",,,"苹果","","","",,,
"qj163388371235912236","2021-10-11 00:35","三餐","支出","5.5","CNY",,,"","","","",,,
"qj163388370517915887","2021-10-11 00:35","零食","支出","2.9","CNY",,,"压缩饼干","","","",,,
"qj163388369521810563","2021-10-11 00:34","三餐","支出","4.1","CNY",,,"","","","",,,
"qj163388368711213823","2021-10-11 00:34","果坚奶","支出","10.5","CNY",,,"","","","",,,
"qj163388368126519862","2021-10-11 00:34","三餐","支出","5.2","CNY",,,"","","","",,,
"qj163385884853415505","2021-10-10 17:40","生活","支出","18.0","CNY",,,"电磁炉维修","","","",,,
"qj163384593011414865","2021-10-10 14:05","三餐","支出","12.0","CNY",,,"","","","",,,
"qj163377208463110066","2021-10-09 17:34","主业","收入","7227.17","CNY",,,"","","","",,,
"qj163377207902219184","2021-10-09 17:34","三餐","支出","21.12","CNY",,,"","","","",,,
"qj163374885699415381","2021-10-09 11:07","三餐","支出","12.0","CNY",,,"","","","",,,
"qj163366553111815205","2021-10-08 11:58","三餐","支出","21.0","CNY",,,"","","","",,,
"qj163365873001916102","2021-10-08 10:05","三餐","支出","4.0","CNY",,,"","","","",,,
"qj163365787088417146","2021-10-08 09:51","三餐","支出","6.0","CNY",,,"","","","",,,
"qj163362112826819659","2021-10-07 23:38","运动","支出","171.0","CNY",,,"秋冬骑行服","","","",,,
"qj163361945646711197","2021-10-07 23:10","生活","支出","77.65","CNY",,,"水质检测笔，数据线，耳机","","","",,,
"qj163358630657216691","2021-10-07 13:58","三餐","支出","17.5","CNY",,,"","","","",,,
"qj163350350673015885","2021-10-06 14:58","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj163316815729519955","2021-10-02 17:49","零食","支出","12.0","CNY",,,"小吃","","","",,,
"qj163316792466510094","2021-10-02 17:45","零食","支出","20.0","CNY",,,"小吃","","","",,,
"qj163316019583511724","2021-10-02 15:36","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj163312926447912724","2021-10-02 07:00","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj163335850154610097","2021-10-01 22:41","三餐","支出","19.0","CNY",,,"","","","",,,
"qj163307296271416030","2021-10-01 15:22","其它","收入","97.09","CNY",,,"公司红包","","","",,,
"qj163306724512117409","2021-10-01 13:47","三餐","支出","1.0","CNY",,,"","","","",,,
"qj163306700823710191","2021-10-01 13:43","三餐","支出","7.0","CNY",,,"","","","",,,
"qj163305808000216523","2021-10-01 11:14","运动","支出","5.0","CNY",,,"尖叫","","","",,,
"qj163299400134113517","2021-09-30 17:26","三餐","支出","19.85","CNY",,,"","","","",,,
"qj163297371709212628","2021-09-30 11:48","三餐","支出","17.0","CNY",,,"","","","",,,
"qj163296461108817890","2021-09-30 09:16","生活","支出","0.5","CNY",,,"","","","",,,
"qj163288601989514235","2021-09-29 11:26","三餐","支出","6.0","CNY",,,"","","","",,,
"qj163288423270513788","2021-09-29 10:57","三餐","支出","10.0","CNY",,,"","","","",,,
"qj163284675210013734","2021-09-29 00:32","运动","支出","80.0","CNY",,,"报名费","","","",,,
"qj163282300459919238","2021-09-28 17:56","三餐","支出","22.0","CNY",,,"","","","",,,
"qj163279942516817137","2021-09-28 11:23","三餐","支出","14.0","CNY",,,"","","","",,,
"qj163275661615716676","2021-09-27 23:30","三餐","支出","0.52","CNY",,,"","","","",,,
"qj163275652311519477","2021-09-27 23:28","果坚奶","支出","14.0","CNY",,,"","","","",,,
"qj163271277885613448","2021-09-27 11:19","三餐","支出","27.0","CNY",,,"","","","",,,
"qj163270790922713274","2021-09-27 09:58","生活","支出","0.4","CNY",,,"","","","",,,
"qj163267566790613122","2021-09-27 01:01","零食","支出","12.8","CNY",,,"压缩饼干","","","",,,
"qj163264175660316965","2021-09-26 15:35","水电","支出","90.0","CNY",,,"","","","",,,
"qj163264175152312600","2021-09-26 15:35","房租","支出","850.0","CNY",,,"","","","",,,
"qj163262852264318181","2021-09-26 11:55","生活","支出","4.8","CNY",,,"","","","",,,
"qj163262566926111782","2021-09-26 11:07","三餐","支出","18.0","CNY",,,"","","","",,,
"qj163258492003519771","2021-09-25 23:48","果坚奶","支出","16.6","CNY",,,"","","","",,,
"qj163256849278219918","2021-09-25 19:14","三餐","支出","22.0","CNY",,,"","","","",,,
"qj163254388212517739","2021-09-25 12:24","三餐","支出","0.8","CNY",,,"","","","",,,
"qj163254217929210461","2021-09-25 11:56","三餐","支出","12.0","CNY",,,"","","","",,,
"qj163244772722318812","2021-09-24 09:42","三餐","支出","6.5","CNY",,,"","","","",,,
"qj163236919764110398","2021-09-23 11:53","三餐","支出","20.0","CNY",,,"","","","",,,
"qj163236049846714314","2021-09-23 09:28","三餐","支出","6.5","CNY",,,"","","","",,,
"qj163229536776718572","2021-09-22 15:22","长途交通","支出","64.5","CNY",,,"","","","",,,
"qj163228277621415587","2021-09-22 11:52","三餐","支出","21.0","CNY",,,"","","","",,,
"qj163227701389213574","2021-09-22 10:16","三餐","支出","6.5","CNY",,,"","","","",,,
"qj163227048846716815","2021-09-22 08:28","运动","支出","30.0","CNY",,,"烧饼肘子，羊汤","","","",,,
"qj163227046703214517","2021-09-22 08:27","运动","支出","20.0","CNY",,,"","","","",,,
"qj163227041523917119","2021-09-22 08:26","三餐","支出","10.0","CNY",,,"","","","",,,
"qj163227034162011937","2021-09-22 08:25","运动","支出","10.0","CNY",,,"","","","",,,
"qj163213730454112187","2021-09-20 19:28","三餐","支出","11.0","CNY",,,"","","","",,,
"qj163212560883511123","2021-09-20 16:13","三餐","支出","50.0","CNY",,,"水卡充了50","","","",,,
"qj163212558358414199","2021-09-20 16:13","生活","支出","10.0","CNY",,,"水卡","","","",,,
"qj163210932091218553","2021-09-20 11:42","运动","支出","94.67","CNY",,,"","","","",,,
"qj163206840015818626","2021-09-20 00:19","三餐","支出","12.0","CNY",,,"","","","",,,
"qj163201424350819804","2021-09-19 09:17","三餐","支出","2.0","CNY",,,"","","","",,,
"qj163195576295113506","2021-09-18 17:02","三餐","支出","18.0","CNY",,,"","","","",,,
"qj163193766239714720","2021-09-18 12:00","三餐","支出","19.0","CNY",,,"","","","",,,
"qj163187559238011889","2021-09-17 18:46","长途交通","支出","64.5","CNY",,,"","","","",,,
"qj163187138972413132","2021-09-17 17:36","三餐","支出","22.0","CNY",,,"","","","",,,
"qj163185145524613170","2021-09-17 12:04","三餐","支出","19.0","CNY",,,"","","","",,,
"qj163178924469710351","2021-09-16 18:47","三餐","支出","22.0","CNY",,,"","","","",,,
"qj163176464400315223","2021-09-16 11:57","三餐","支出","22.0","CNY",,,"","","","",,,
"qj163175911002118770","2021-09-16 10:25","生活","支出","2.0","CNY",,,"","","","",,,
"qj163170840366712613","2021-09-15 20:20","果坚奶","支出","8.39","CNY",,,"","","","",,,
"qj163169486867617483","2021-09-15 16:34","三餐","支出","20.0","CNY",,,"","","","",,,
"qj163167333350717485","2021-09-15 10:35","三餐","支出","3.0","CNY",,,"","","","",,,
"qj163163122871511587","2021-09-14 22:53","果坚奶","支出","9.4","CNY",,,"","","","",,,
"qj163159494421816482","2021-09-14 12:49","三餐","支出","13.07","CNY",,,"","","","",,,
"qj163158164333116451","2021-09-14 09:07","运动","支出","43.55","CNY",,,"","","","",,,
"qj163152780543914212","2021-09-13 18:10","三餐","支出","11.1","CNY",,,"","","","",,,
"qj163150795640515102","2021-09-13 12:39","三餐","支出","18.0","CNY",,,"","","","",,,
"qj163149531722910003","2021-09-13 09:08","运动","支出","65.18","CNY",,,"骑车相关","","","",,,
"qj163145273668617930","2021-09-12 21:18","三餐","支出","14.0","CNY",,,"","","","",,,
"qj163142854709117262","2021-09-12 14:35","三餐","支出","1.0","CNY",,,"","","","",,,
"qj163142127501910304","2021-09-12 12:34","三餐","支出","12.0","CNY",,,"","","","",,,
"qj163136156131318254","2021-09-11 19:59","三餐","支出","35.4","CNY",,,"","","","",,,
"qj163135000017915228","2021-09-11 16:46","三餐","支出","5.5","CNY",,,"脉动","","","",,,
"qj163134998264413267","2021-09-11 16:46","三餐","支出","12.0","CNY",,,"烧饼夹肉","","","",,,
"qj163128757857017631","2021-09-10 23:26","三餐","支出","18.0","CNY",,,"月饼6个","","","",,,
